"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","trinomial","tip.label"
"228",889,"Tyrannus_couchii","","partial","taxonomy","11448","MM","Louisiana State University Museum of tural Sciences","1948",4,4,"Mexico","San Luis Potosi","","Gabinito region, 0.6 East of Sabinito","",22.04052,-99.4564,17.035,10.23,7.895,19.575,35.71,123.34,98.56,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"229",890,"Tyrannus_couchii","","partial","taxonomy","140325","MM","The Field Museum","1910",5,5,"United States of America","Texas","Cameron County","Brownsville","",25.930568,-97.484093,16.245,10.42,7.255,20.55,33.575,124.97,103.68,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"230",891,"Tyrannus_couchii","","partial","taxonomy","173529","MM","The Field Museum","1930",10,3,"United States of America","Texas","Cameron County","","",26.187483,-97.484436,16.74,10.265,7.355,19.56,32.325,119.405,99.39,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"231",892,"Tyrannus_couchii","","partial","taxonomy","82444","MM","Royal Ontario Museum","1931",7,21,"United States of America","Texas","Brownsville","","",25.99381,-97.4486,16.425,10.67,7.83,19.42,NA,NA,99.77,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"232",893,"Tyrannus_couchii","","partial","taxonomy","21919","MM","Louisiana State University Museum of tural Sciences","1956",11,5,"Belize","Orange Walk","Orange Walk District","Gallon Jug","",17.80196,-88.7647,14.625,9.615,NA,18.975,33.81,119.415,97.53,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"233",894,"Tyrannus_couchii","","partial","taxonomy","172713","MM","Louisiana State University Museum of tural Sciences","2001",12,27,"United States of America","Louisiana","Evangeline","4 miles west Ville Platte, 1/2 mil north on HWY 10","",30.69347,-92.2846,NA,10.41,7.31,19.665,34.19,123.605,101.8,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"234",895,"Tyrannus_couchii","","partial","taxonomy","121170","MM","The Field Museum","1939",10,30,"Mexico","Yucatan","","Chichen Itza","",18.58414,-90.6467,15.955,10.335,7.69,18.56,35.015,116.655,96.08,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"235",896,"Tyrannus_couchii","","partial","taxonomy","97720","MM","The Field Museum","1924",9,23,"United States of America","Texas","Cameron County","Brownsville","",25.930568,-97.484093,17.05,10.67,7.505,18.95,33.395,122.585,99.76,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"236",897,"Tyrannus_couchii","","partial","taxonomy","12370","MM","The Field Museum","1902",3,14,"Mexico","Tamaulipas","","Tampico","",23.03185,-99.1459,16.735,10.57,8.215,18.97,33.535,126.135,103.33,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"237",898,"Tyrannus_couchii","","partial","taxonomy","140322","MM","The Field Museum","1909",11,6,"United States of America","Texas","Cameron County","Brownsville","",25.930568,-97.484093,16.555,NA,7.865,19.06,35.605,126.18,105.23,"Adult","Male","Tyrannus couchii","Tyrannus_couchii"
"238",899,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","185850","MM","Smithsonian tiol Museum of tural History","1903",5,10,"Mexico","Guerrero","","Acahuizotla","",16.58333,-93.6333,19.165,NA,NA,20.28,NA,NA,NA,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"239",900,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","45656","MM","Louisiana State University Museum of tural Sciences","1957",8,2,"Mexico","Puebla","","4 mi. N Izucar de Matamoros Pueblo","4350 feet",18.59825,-9.9e+07,18.21,11.685,10.26,19.545,NA,NA,NA,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"240",901,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","33197","MM","Louisiana State University Museum of tural Sciences","1964",2,19,"Mexico","Oaxaca","","9 miles WNW Estancia Grande","300 feet",16.40196,-98.3922,20.335,12.44,10.47,19.885,33.38,122.685,NA,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"241",902,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","14301","MM","Louisiana State University Museum of tural Sciences","1947",1,20,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,19.06,12.6,9.375,20.895,34.6,131.03,NA,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"242",903,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","183394","MM","The Field Museum","1946",6,21,"Mexico","Guerrero","","Chilpancingo","",17.5506,-99.5058,20.045,13.13,10.5,21.145,40.9,132.495,97.7,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"243",904,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","12368","MM","The Field Museum","1902",2,17,"Mexico","Guerrero","","Iguala","",18.34928,-99.5394,20.125,11.235,9.91,19.99,40.71,129.14,95.97,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"244",905,"Tyrannus_crassirostris","crassirostris","migratory","taxonomy","29401","MM","Smithsonian tiol Museum of tural History","1863",1,NA,"Mexico","Colima","","Colima, Plains of","",16.58333,-93.6333,20.34,12.2,10.305,21.125,40.41,136.905,104.22,"Adult","Male","Tyrannus crassirostris crassirostris","Tyrannus_crassirostris_crassirostris"
"245",906,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","40851","MM","Louisiana State University Museum of tural Sciences","1950",6,11,"Mexico","Sonora","","Guirocoba Ranch, 32 mi. SE Alamos","",27.3835,-109.088,20.46,12.5,9.925,21.24,NA,NA,NA,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"246",907,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","466235","MM","Smithsonian tiol Museum of tural History","1958",7,30,"United States","Arizo","Cochise","Guadalupe Canyon, Guadalupe Mountains, 1 mi From New Mexico Border","",25.11739,-108.005,20.22,12.09,10.39,20.175,NA,NA,NA,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"247",908,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","61600","MM","Louisiana State University Museum of tural Sciences","1950",6,9,"","Sonora","","Guirocoba","",27.3835,-109.088,21.135,12.555,11.68,20.275,NA,NA,NA,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"248",909,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45661","MM","Louisiana State University Museum of tural Sciences","1958",10,4,"Mexico","Colima","","Agua Zarca, 6 km N Pueblo Juarez","",19.21492,-103.934,19.665,12.835,10.26,20.67,35.775,127.36,92.07,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"249",910,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","40849","MM","Louisiana State University Museum of tural Sciences","1937",5,27,"Mexico","Sonora","","Guirocoba Ranch, 32 mi. SE Alamos","1500 feet",27.3835,-109.088,21.225,13.385,10.515,20.54,37.825,127.485,91.62,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"250",911,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","164480","MM","Smithsonian tiol Museum of tural History","1899",4,6,"Mexico","Siloa","","Mazatlan, Near","",23.2329,-106.406,21.165,12.89,10.125,21.27,43.28,132.24,98.62,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"251",912,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","164478","MM","Smithsonian tiol Museum of tural History","1899",2,18,"Mexico","Siloa","","Culiacan","",25.11739,-108.005,20.495,12.32,10.915,20.96,40.82,130.7,98.85,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"252",913,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45654","MM","Louisiana State University Museum of tural Sciences","1949",5,23,"Mexico","Sonora","","Guirocoba Ranch, 32 mi. SE Alamos","1475 feet",27.3835,-109.088,20.835,12.955,10.695,20.365,40.87,129.925,96.66,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"253",914,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45659","MM","Louisiana State University Museum of tural Sciences","1958",10,9,"Mexico","Colima","","Arroyo Chino, 7 km W Pueblo Juarez","",19.16667,-103.931,19.475,13.175,9.835,19.395,32.475,122.605,92.31,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"254",915,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","575289","MM","Smithsonian tiol Museum of tural History","1973",1,12,"Mexico","Colima","","El Cobano, 1 mi E","740 m",25.11739,-108.005,18.66,12.1,10.215,20.955,30.425,132.96,99.81,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"255",916,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45663","MM","Louisiana State University Museum of tural Sciences","1958",9,11,"Mexico","Colima","","Pueblo Juarez","",19.16667,-103.931,19.625,12.53,10.215,19.925,NA,NA,96.89,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"256",917,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45658","MM","Louisiana State University Museum of tural Sciences","1958",4,8,"Mexico","Siloa","","river near Elota","",23.93759,-106.754,21.3,12.2,NA,19.725,39.13,130.75,96.16,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"257",918,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45652","MM","Louisiana State University Museum of tural Sciences","1947",5,24,"Mexico","Sonora","","Guirocoba Ranch, 32 mi. SE Alamos","1475 feet",27.3835,-109.088,21.06,12.64,9.89,20.13,40.7,131.49,98.6,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"258",919,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45665","MM","Louisiana State University Museum of tural Sciences","1955",10,27,"Mexico","Jalisco","","4 mi. SW La Huerta","1000 feet",19.4844,-104.644,19.685,12.395,9.89,19.54,NA,NA,95.98,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"259",920,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","40856","MM","Louisiana State University Museum of tural Sciences","1956",3,19,"Mexico","Puebla","","5 mi. N Izucar de Matamoros","4300 feet",18.60151,-98.5392,20.725,12.28,9.975,19.255,37.45,132.82,95.48,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"260",921,"Tyrannus_crassirostris","pompalis","migratory","taxonomy","45664","MM","Louisiana State University Museum of tural Sciences","1955",11,5,"Mexico","Jalisco","","5 mi. NE Tecolotlan","3500 feet",20.24065,-103.973,20.05,12.015,10.155,19.38,37.775,131.28,100.03,"Adult","Male","Tyrannus crassirostris pompalis","Tyrannus_crassirostris_pompalis"
"261",926,"Tyrannus_cubensis","","sedentary","taxonomy","172600","MM","Smithsonian tiol Museum of tural History","1900",5,9,"Cuba","","","Mariel","",22.96515,-82.8032,26.535,13.915,11.225,22.915,NA,NA,NA,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"262",927,"Tyrannus_cubensis","","sedentary","taxonomy","453964","MM","Smithsonian tiol Museum of tural History","1919",2,15,"","","","","",22,-79.5,24.96,13.43,11.155,21.85,NA,NA,NA,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"263",928,"Tyrannus_cubensis","","sedentary","taxonomy","172599","MM","Smithsonian tiol Museum of tural History","1900",4,17,"Cuba","Pir Del Rio","","San Diego De Los Banos","",22.64667,-83.3697,26.98,13.61,11.29,22.79,33.655,130.115,NA,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"264",929,"Tyrannus_cubensis","","sedentary","taxonomy","144189","MM","Louisiana State University Museum of tural Sciences","1912",4,20,"Cuba/Dominican Republic (from data base)","Guantanimo/Monte Cristi (from data base)","","Rio Seco Woods, San Carlos Estate, Giaubaux/5 km SE Pepillo Salcedo","",20.07703,-74.3967,25.995,14.14,11.525,22.2,35.495,132.195,NA,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"265",930,"Tyrannus_cubensis","","sedentary","taxonomy","43089","MM","The Field Museum","1891",1,4,"Caicos","","","","",21.77415,-71.8415,25.335,14.11,10.655,22.775,29.695,122.115,84.48,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"266",931,"Tyrannus_cubensis","","sedentary","taxonomy","171410","MM","Smithsonian tiol Museum of tural History","1900",2,25,"Cuba","Pir Del Rio","","","",22,-79.5,26.73,13.82,11.515,23.91,NA,NA,97.34,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"267",932,"Tyrannus_cubensis","","sedentary","taxonomy","453968","MM","Smithsonian tiol Museum of tural History","1912",5,NA,"Cuba","","","Guantamo","",20.14001,-75.2129,24.795,13.565,11.145,23.345,35.525,129.66,97.09,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"268",933,"Tyrannus_cubensis","","sedentary","taxonomy","395604","MM","Smithsonian tiol Museum of tural History","1948",3,8,"Cuba","Camaguey","","Camaguey","",22.11667,-80.5667,26.83,14.56,11.44,23.15,35.565,134.595,98.79,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"269",934,"Tyrannus_cubensis","","sedentary","taxonomy","177499","MM","Smithsonian tiol Museum of tural History","1901",12,17,"Cuba","","","Guama","",22.48333,-83.7333,27.345,NA,12.17,22.53,32.955,129.4,96.52,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"270",935,"Tyrannus_cubensis","","sedentary","taxonomy","453966","MM","Smithsonian tiol Museum of tural History","1913",1,11,"Cuba","","","Guantamo, Woods At Rio Seco, San Carlos Estate","",19.99222,-76.2531,25.21,13.55,11.775,23.23,35.43,130.665,99.66,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"271",936,"Tyrannus_cubensis","","sedentary","taxonomy","171408","MM","Smithsonian tiol Museum of tural History","1900",2,18,"Cuba","Pir Del Rio","","","",22,-79.5,26.18,13.49,11.445,23.71,36.195,133.01,102.69,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"272",937,"Tyrannus_cubensis","","sedentary","taxonomy","453973","MM","Smithsonian tiol Museum of tural History","1914",2,28,"Cuba","","","Guantamo","",20.14001,-75.2129,25.755,14.435,12.375,23,34.12,132.25,100.59,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"273",938,"Tyrannus_cubensis","","sedentary","taxonomy","43094","MM","The Field Museum","",3,NA,"Cuba","","","","",22.00042,-78.6731,26.835,14.03,12.08,22.035,35.36,132.64,98.02,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"274",939,"Tyrannus_cubensis","","sedentary","taxonomy","171411","MM","Smithsonian tiol Museum of tural History","1900",2,25,"Cuba","Pir Del Rio","","","",22,-79.5,25.605,14.275,11.87,22.65,34.995,134.47,103.34,"Adult","Male","Tyrannus cubensis","Tyrannus_cubensis"
"275",940,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43022","MM","The Field Museum","1886",9,10,"Cayman Island","Little Cayman","","","",19.68333,-80.05,21.44,11.11,NA,18.47,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"276",941,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38025","MM","The Field Museum","1908",3,25,"Dutch West Indies","Curacao","","","",12.1886,-69.0011,19.475,11.175,7.995,18.76,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"277",942,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","33943","MM","The Field Museum","1908",2,10,"Venezuela","Zulia","","Encontrados","",9.060847,-72.2341,19.91,10.54,7.795,18.24,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"278",943,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","106312","MM","Royal Ontario Museum","",NA,NA,"Puerto Rico","","Guanica County","2 mi W, 0.8 mi SE Enseda","",17.96934,-66.9336,19.61,10.095,8.28,19.145,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"279",944,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38297","MM","The Field Museum","1908",5,21,"Dutch West Indies","Bonaire","","","",12.19581,-68.259,21.495,11.565,8.375,18.89,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"280",945,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38030","MM","The Field Museum","1908",3,25,"Dutch West Indies","Curacao","","Parabo","",12.1886,-69.0011,21.325,10.455,8.68,19.165,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"281",946,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","73224","MM","The Field Museum","1915",10,11,"Colombia","Magdalena","","Fundacion","",11.24045,-74.2092,20.56,10.74,8.215,18.12,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"282",947,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","173536","MM","The Field Museum","1929",8,20,"United States of America","Florida","Volusia","Oak Hill","",28.864434,-80.854496,21.83,11.27,8.645,18.855,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"283",948,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43015","MM","The Field Museum","1888",8,2,"Cayman Island","Cayman Brac","","","",19.71667,-79.8167,21.295,11.33,8.64,18.83,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"284",949,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43021","MM","The Field Museum","1886",9,10,"Cayman Island","Little Cayman","","","",19.68333,-80.05,21.715,11.02,8.92,19.39,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"285",950,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","81862","MM","Royal Ontario Museum","",NA,NA,"Puerto Rico","Cartage","Lajas County","Lagu Cartage, near Lajas","",18.01385,-67.101,19.55,11.5,8.47,18.07,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"286",951,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38295","MM","The Field Museum","1908",5,18,"Dutch West Indies","Bonaire","","","",12.19581,-68.259,21.09,11.565,8.62,18.315,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"287",952,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43013","MM","The Field Museum","1888",7,6,"Cayman Island","Grand Cayman","","","",19.33333,-81.25,20.46,10.895,8.725,18.27,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"288",953,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","48858","MM","The Field Museum","1913",11,27,"Venezuela","Zulia","","Encontrados","",9.060847,-72.2341,20.565,10.835,8.665,18.05,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"289",954,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","140338","MM","The Field Museum","1917",9,26,"United States of America","Florida","Wakulla","St Marks, lighthouse","",30.13603,-84.406979,22.13,11.145,9.47,19.595,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"290",955,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","140337","MM","The Field Museum","1919",7,30,"United States of America","Florida","Wakulla","St Marks, lighthouse","",30.13603,-84.406979,21.575,11.26,9.165,18.37,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"291",956,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","48859","MM","The Field Museum","1913",11,28,"Venezuela","Zulia","","Encontrados","",9.060847,-72.2341,19.2,10.635,8.655,17.27,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"292",957,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","16618","MM","The Field Museum","1886",5,28,"United States of America","Florida","Lee","Punta Rassa","",26.504374,-81.995087,21.38,11.235,9.875,19.66,NA,NA,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"293",958,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47305","MM","Royal Ontario Museum","",NA,NA,"United States of America","Florida","Miami-Dade County","Florida Keys, Monroe","",24.66709,-81.5831,21.2,11.35,9.495,19.655,34.575,115.245,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"294",959,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47291","MM","Royal Ontario Museum","",NA,NA,"Dominican Republic","La Vega Province","","Jarabacoa","",19.22207,-70.5292,19.89,10.99,8.21,18.93,31.63,111.15,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"295",960,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43010","MM","The Field Museum","1888",4,3,"Cayman Island","Cayman Brac","","","",19.71667,-79.8167,20.4,11.03,8.8,18.845,32.02,111.56,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"296",961,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","140336","MM","The Field Museum","1908",5,13,"United States of America","Florida","Hillsborough","near Seven Oaks","",28.199439,-82.367248,22.025,11.385,8.75,19.48,37.605,117.72,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"297",962,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47299","MM","Royal Ontario Museum","",NA,NA,"Dominican Republic","La Vega Province","","Jarabacoa","",19.22207,-70.5292,20.14,10.315,8.66,17.69,31.805,107.31,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"298",963,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","111100","MM","Royal Ontario Museum","",NA,NA,"Bahamas","North Andros Island","","Fresh Creek","",24.70467,-77.7698,NA,NA,NA,19.01,37.35,117.91,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"299",964,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373331","MM","The Field Museum","1964",5,16,"United States of America","Florida","Monroe","Horseshoe Key","",27.592892,-82.575302,22.81,11.46,8.46,18.925,35.725,118.115,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"300",965,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","111012","MM","Royal Ontario Museum","1887",6,9,"Bahamas","North Andros Island","Central Andros","11 mi South at Fresh Creek","",24.70467,-77.7698,NA,NA,NA,18.63,37.34,117.06,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"301",966,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38296","MM","The Field Museum","1908",5,21,"Dutch West Indies","Bonaire","","","",12.19581,-68.259,20.36,11.015,7.845,18.205,33.12,115.155,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"302",967,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","39946","MM","The Field Museum","1895",5,16,"United States of America","Florida","Monroe","Key West","",24.556625,-81.779221,22.51,11.085,9.715,17.685,37.63,117.915,NA,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"303",968,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43017","MM","The Field Museum","1892",4,23,"Cayman Island","Grand Cayman","","","",19.33333,-81.25,20.695,11.85,NA,19.405,36.48,110.22,83.9,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"304",969,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","30646","MM","The Field Museum","1881",3,9,"Haiti","","","Le Coup","",19.02,-72.31,20.745,10.765,7.895,18.41,31.455,110.17,80.07,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"305",970,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47298","MM","Royal Ontario Museum","",NA,NA,"Dominican Republic","Sama Prorvince","","Cayo Levantado","",19.1271,-69.2916,20.175,10.915,9.02,19.845,29.995,108.3,87.12,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"306",971,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","140335","MM","The Field Museum","1908",5,13,"United States of America","Florida","Hillsborough","near Seven Oaks","",28.199439,-82.367248,21.875,11.76,9.02,18.765,31.545,113.88,82.75,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"307",972,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43009","MM","The Field Museum","1888",4,3,"Cayman Island","Cayman Brac","","","",19.71667,-79.8167,20.795,11.27,8.91,19.195,36.365,114.385,85.6,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"308",973,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43506","MM","The Field Museum","1911",1,23,"Venezuela","Zulia","","Rio Aurare","",10.61349,-71.4396,21.1,10.5,8.275,17.815,33.955,111.825,81.5,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"309",974,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","30647","MM","The Field Museum","1881",2,28,"Haiti","","","Le Coup","",19.02,-72.31,18.11,9.845,8.19,18.52,31.715,108.305,84.78,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"310",975,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373333","MM","The Field Museum","1930",5,4,"Cuba","Oriente","","Jobabo","",20.90658,-77.2811,21.28,10.97,8.69,19.185,34.16,115.55,88.95,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"311",976,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43019","MM","The Field Museum","1892",3,28,"Cayman Island","Grand Cayman","","","",19.33333,-81.25,19.275,11.23,NA,18.47,34.41,NA,86.08,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"312",977,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","30738","MM","The Field Museum","1874",4,24,"United States of America","Florida","Sarasota","Sarasota","",27.336723,-82.530418,21.345,11.4,9.545,19.435,40.31,124.14,90.77,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"313",978,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373332","MM","The Field Museum","1930",5,2,"Cuba","Oriente","","Jobabo","",20.90658,-77.2811,19.285,10.35,7.915,18.225,34.46,113.98,85.66,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
