"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","trinomial","tip.label"
"637",1308,"Tyrannus_niveigularis","","partial","taxonomy","183316","MM","Louisiana State University Museum of tural Sciences","2009",6,3,"Peru","Tumbes","","Rica Playa on the Rio Tumbes, 25 km SE Zorritos","",-3.83253,-80.4996,NA,7.625,5.9,17.825,25.275,101.95,79.05,"Adult","Male","Tyrannus niveigularis","Tyrannus_niveigularis"
"638",1309,"Tyrannus_niveigularis","","partial","taxonomy","88340","MM","Louisiana State University Museum of tural Sciences","1978",5,14,"Peru","Lambayeque","","10 km NE Naupe","",-6.747736,-79.851105,14.8,8.375,6.2,17.175,28.3,104.5,76.6,"Adult","Male","Tyrannus niveigularis","Tyrannus_niveigularis"
"639",1310,"Tyrannus_niveigularis","","partial","taxonomy","100699","MM","Louisiana State University Museum of tural Sciences","1981",3,28,"Peru","Lambayeque","","Las Pampas, km 885 on Pan-American Hwy., 11 road km N Olmos","",-5.88638,-79.7841,15.45,9.625,6.375,18.15,26.675,105.75,81.3,"Adult","Male","Tyrannus niveigularis","Tyrannus_niveigularis"
"640",1311,"Tyrannus_niveigularis","","partial","taxonomy","183320","MM","Louisiana State University Museum of tural Sciences","2009",7,10,"Peru","Tumbes","","Parque ciol Cerros de Amotape, El Platano","",-3.88333,-80.8333,15.225,8.375,6.2,16.9,23.05,100.425,77.1,"Adult","Male","Tyrannus niveigularis","Tyrannus_niveigularis"
"641",1312,"Tyrannus_savana","circumdatus","sedentary","taxonomy","183870","MM","The Field Museum","1934",9,9,"Brazil","Para","","Ilha de Urucurituba","",-4.21667,-56.0167,11.99,6.645,5.415,18.775,NA,NA,NA,"Adult","Male","Tyrannus savana circumdatus","Tyrannus_savana_circumdatus"
"642",1313,"Tyrannus_savana","circumdatus","sedentary","taxonomy","258153","MM","The Field Museum","1959",8,9,"Brazil","Para","","Jacuara, Rio Amazonas","",-3.27072,-58.9346,11.6,6.545,5.48,17.9,NA,NA,NA,"Adult","Male","Tyrannus savana circumdatus","Tyrannus_savana_circumdatus"
"643",1314,"Tyrannus_savana","monachus CA","sedentary","taxonomy","39949","MM","The Field Museum","1898",7,4,"Guatemala","","","","",15.45879,-90.2072,10.94,NA,NA,17.155,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"644",1315,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47181","MM","Royal Ontario Museum","1898",7,NA,"Costa Rica","San Jose Province","","vicinity de San Jose","",9.93402,9.93461,11.755,6.915,NA,18.11,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"645",1316,"Tyrannus_savana","monachus CA","sedentary","taxonomy","24000","MM","Louisiana State University Museum of tural Sciences","1951",3,15,"Mexico","Tabasco","","7 miles South Huimonguillo","",17.74232,-93.3947,11.295,6.475,4.815,17.845,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"646",1317,"Tyrannus_savana","monachus CA","sedentary","taxonomy","31154","MM","Louisiana State University Museum of tural Sciences","1963",6,16,"Belize","Stann Creek District","","1.5 miles west of Mango Creek","",16.53399,-88.4421,10.985,6.28,4.645,17.145,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"647",1318,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47183","MM","Royal Ontario Museum","1896",NA,NA,"Costa Rica","Cartago Province","Azahar de Cartago","4.5 mi SW Cartago","",9.820372,9.866667,10.155,6.15,4.805,17.595,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"648",1319,"Tyrannus_savana","monachus CA","sedentary","taxonomy","20669","MM","Louisiana State University Museum of tural Sciences","1955",3,22,"Belize","Orange Walk","","6 miles NE Hill Bank","45 feet",17.66286,-88.6309,11.48,6.49,4.89,17.835,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"649",1320,"Tyrannus_savana","monachus CA","sedentary","taxonomy","22038","MM","The Field Museum","1905",4,25,"Costa Rica","Cartago","","Orosi","",9.784411,-83.8416,11.55,6.75,5.065,17.865,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"650",1321,"Tyrannus_savana","monachus CA","sedentary","taxonomy","326018","MM","The Field Museum","1966",5,13,"Panama","Canal Zone","","4 mi E Tocumon Airport","",9.073476,-79.3249,10.83,6.33,4.79,16.87,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"651",1322,"Tyrannus_savana","monachus CA","sedentary","taxonomy","48322","MM","Louisiana State University Museum of tural Sciences","1965",6,8,"Costa Rica","Puntares","","2 miles west of Buenos Aires","",9.170589,-83.3655,10.42,6.42,4.99,17.1,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"652",1323,"Tyrannus_savana","monachus CA","sedentary","taxonomy","164222","MM","Louisiana State University Museum of tural Sciences","1997",3,19,"Pama","Colon","","Fort Sherman, 1 1/2 mi. NW Gatun Locks","",9.359167,-79.9014,12.28,6.935,5.225,17.89,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"653",1324,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47188","MM","Royal Ontario Museum","1895",9,30,"Costa Rica","Guacaste Province","","Miravalles","",9.413013,9.41333,11.005,6.36,5.355,17.74,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"654",1325,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124580","MM","The Field Museum","1899",2,22,"Panama","","","Panama City","",9.099241,-79.4087,11.62,6.115,5.085,16.57,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"655",1326,"Tyrannus_savana","monachus CA","sedentary","taxonomy","81999","MM","Royal Ontario Museum","1921",4,27,"Costa Rica","Puntares Province","","El Alto","5000 feet",8.702758,-83.1413,10.51,5.745,5.305,17.215,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"656",1327,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47187","MM","Royal Ontario Museum","1898",9,18,"Costa Rica","San Jose Province","","vicinity de San Jose","",9.93402,9.93461,11.265,6.45,5.13,16.215,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"657",1328,"Tyrannus_savana","monachus CA","sedentary","taxonomy","356917","MM","Smithsonian tiol Museum of tural History","11-Apr-39",NA,NA,"Mexico","Veracruz-Llave","","","",19.26016,-96.5783,11.75,6.775,5.785,18.065,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"658",1329,"Tyrannus_savana","monachus CA","sedentary","taxonomy","6708","MM","The Field Museum","1889",6,23,"Costa Rica","","","San Jose","",9.933333,-84.0833,10.935,6.13,5.57,16.74,NA,NA,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"659",1330,"Tyrannus_savana","monachus CA","sedentary","taxonomy","73398","MM","The Field Museum","1923",9,20,"Costa Rica","Puntarenas","","Buenos Aires, pacific slope","107m",9.171894,-83.3342,11.325,6.02,5.425,18.44,34.14,102.23,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"660",1331,"Tyrannus_savana","monachus CA","sedentary","taxonomy","531616","MM","Smithsonian tiol Museum of tural History","31-Jan-52",NA,NA,"Mexico","Veracruz-Llave","","","",19.26016,-96.5783,11.66,6.935,5.36,18.82,35.315,106.47,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"661",1332,"Tyrannus_savana","monachus CA","sedentary","taxonomy","45607","MM","Louisiana State University Museum of tural Sciences","1960",12,15,"Mexico","Veracruz","","30 miles south of Alvarado","",18.29937,-95.7936,11.255,6.655,5.16,17.59,30.14,100.445,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"662",1333,"Tyrannus_savana","monachus CA","sedentary","taxonomy","70369","MM","The Field Museum","1923",9,29,"Costa Rica","","","Buenos Aires","107m",9.171894,-83.3342,12.165,6.54,5.44,17.225,33.25,104.53,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"663",1334,"Tyrannus_savana","monachus CA","sedentary","taxonomy","29576","MM","Louisiana State University Museum of tural Sciences","1963",1,18,"Honduras","Cortes Department","","3 miles south Chamelecon","300 feet",15.3897,-88.0167,11.45,6.865,5.005,16.955,34.88,105.61,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"664",1335,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124578","MM","The Field Museum","1899",2,22,"Panama","","","Panama City","",9.099241,-79.4087,11.89,6.315,5.105,15.93,31.945,99.39,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"665",1336,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47182","MM","Royal Ontario Museum","1889",1,18,"Pama","Cocle Province","","between ta and Cocle","",8.702747,-80.4535,11.77,6.285,5.105,16.475,32.65,103.15,NA,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"666",1337,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124579","MM","The Field Museum","1899",2,22,"Panama","","","Panama City","",9.099241,-79.4087,11.395,6.62,5.44,17.33,NA,NA,235.419,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"667",1338,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47179","MM","Royal Ontario Museum","1896",NA,NA,"Costa Rica","Cartago Province","Azahar de Cartago","4.5 mi SW Cartago","",9.820372,9.866667,10.36,6.515,4.905,16.99,36.31,102.225,240.726,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"668",1339,"Tyrannus_savana","monachus CA","sedentary","taxonomy","470730","MM","The Field Museum","2006",2,18,"Panama","Panama","","Higueronal, 23 km S Piria","125m",8.911167,-78.3344,11.01,6.08,5.115,17.44,NA,NA,244.494,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"669",1340,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124574","MM","The Field Museum","",NA,NA,"Panama","Chiriqui","","","",8.478268,-82.8451,11.575,NA,NA,16.115,35.725,105.73,244.724,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"670",1341,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47185","MM","Royal Ontario Museum","1887",6,NA,"Mexico","Yucatan","","Yucatan","",20.6484,-88.8022,10.905,NA,NA,17.92,35.47,111.575,288.189,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"671",1342,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124573","MM","The Field Museum","",NA,NA,"Panama","Chiriqui","","","",8.478268,-82.8451,11.465,6.315,6.315,15.91,35.75,106.1,252.8,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"672",1343,"Tyrannus_savana","monachus CA","sedentary","taxonomy","104182","MM","Royal Ontario Museum","1969",5,4,"Belize","Belize District","Pine Ridge","5 mi West Rockstone Pond","",17.75,17.77469,11.315,6.105,4.49,17.43,33.28,100.235,278.293,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"673",1344,"Tyrannus_savana","monachus CA","sedentary","taxonomy","35829","MM","The Field Museum","1908",2,4,"Costa Rica","Cartago","","Guayabo","",9.904666,-83.6835,11.62,6.64,5.015,16.905,34.725,108.945,279.767,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"674",1345,"Tyrannus_savana","monachus CA","sedentary","taxonomy","35830","MM","The Field Museum","1908",2,4,"Costa Rica","Cartago","","Guayabo","",9.904666,-83.6835,11.565,5.98,5.17,18.12,35.315,105.075,310.818,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"675",1346,"Tyrannus_savana","monachus CA","sedentary","taxonomy","47184","MM","Royal Ontario Museum","1905",2,27,"Nicaragua","North Caribbean Coast Autonomous Region","Sacklin","50 mi up Rio Wanks, above Cape Yacaius (something)","200 feet",14.83843,-83.7227,10.74,6.205,5.375,17.145,32.785,99.02,308.827,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"676",1347,"Tyrannus_savana","monachus CA","sedentary","taxonomy","35831","MM","The Field Museum","1908",1,20,"Costa Rica","Cartago","","Guayabo","",9.904666,-83.6835,11.29,6.28,5.36,17.645,35.945,107.86,264.444,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"677",1348,"Tyrannus_savana","monachus CA","sedentary","taxonomy","124575","MM","The Field Museum","",NA,NA,"Panama","Chiriqui","","","",8.478268,-82.8451,11.52,6.11,5.61,16.54,30.6,103.22,299.48,"Adult","Male","Tyrannus savana monachus CA","Tyrannus_savana_monachus_CA"
"678",1349,"Tyrannus_savana","monachus SA","sedentary","taxonomy","261540","MM","The Field Museum","1959",3,21,"Colombia","Boyaca","","Bojaba","244m",6.972915,-71.9507,12.17,6.905,5.615,18.32,NA,NA,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"679",1350,"Tyrannus_savana","monachus SA","sedentary","taxonomy","261541","MM","The Field Museum","1959",4,27,"Colombia","Boyaca","","La Ceiba, Rio Cobaria","335m",6.962866,-71.2667,12.24,6.585,5.985,18.46,NA,NA,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"680",1351,"Tyrannus_savana","monachus SA","sedentary","taxonomy","33833","MM","The Field Museum","1908",4,11,"Venezuela","Aragua","","Maracay","",10.25,-67.6,12.835,6.98,6.04,17.44,33.755,55.24609862,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"681",1352,"Tyrannus_savana","monachus SA","sedentary","taxonomy","53649","MM","The Field Museum","1920",3,11,"Venezuela","Trujillo","","Valera","",9.317778,-70.6036,11.58,6.48,5.45,17.785,36.69,101.235,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"682",1353,"Tyrannus_savana","monachus SA","sedentary","taxonomy","282146","MM","The Field Museum","1967",8,30,"Colombia","Cauca","","Popayan","1750m",2.444862,-76.615,13.16,6.825,5.9,17.95,36.465,108.345,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"683",1354,"Tyrannus_savana","monachus SA","sedentary","taxonomy","38745","MM","Louisiana State University Museum of tural Sciences","1959",6,24,"Colombia","Cauca","Popayan","Popayan","1760m",2.444862,-76.615,11.58,6.54,5.59,16.77,35.225,104.715,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"684",1355,"Tyrannus_savana","monachus SA","sedentary","taxonomy","32337","MM","The Field Museum","1888",10,18,"Guyana","","","Abary Creek","",6.54,-57.74,11.58,6.33,5.605,16.05,33.17,100.425,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"685",1356,"Tyrannus_savana","monachus SA","sedentary","taxonomy","111508","MM","Royal Ontario Museum","1971",8,28,"Colombia","Cauca Department","","Morinda","1700m",2.506667,-76.6208,12.335,6.39,NA,17.035,35,108.67,NA,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"686",1357,"Tyrannus_savana","monachus SA","sedentary","taxonomy","47190","MM","Royal Ontario Museum","1904",10,7,"Colombia","Bogota Capital District","","Bogota","3500 feet",4.711283,-74.0726,11.97,6.605,5.21,16.24,33.455,103.055,230.169,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"687",1358,"Tyrannus_savana","monachus SA","sedentary","taxonomy","45220","MM","The Field Museum","1912",12,12,"Brazil","Roraima","","Boa Vista, Rio Branco","",2.822594,-60.6755,11.72,6.57,5.005,17.86,31.845,98.515,241.435,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"688",1359,"Tyrannus_savana","monachus SA","sedentary","taxonomy","78525","MM","Royal Ontario Museum","1950",3,7,"Colombia","Valle del Cauca Department","","Cali","",3.438714,-76.5294,12.085,6.375,5.745,16.985,NA,NA,264.546,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"689",1360,"Tyrannus_savana","monachus SA","sedentary","taxonomy","50833","MM","The Field Museum","1911",8,11,"Colombia","Valle de Cauca","","Cali","1097m",3.450614,-76.5294,12.14,NA,NA,17.22,NA,NA,261.071,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"690",1361,"Tyrannus_savana","monachus SA","sedentary","taxonomy","45217","MM","The Field Museum","1912",11,29,"Brazil","Roraima","","Boa Vista, Rio Branco","",2.822594,-60.6755,13,7.225,5.555,17.285,34.235,102.65,271.206,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"691",1362,"Tyrannus_savana","monachus SA","sedentary","taxonomy","47192","MM","Royal Ontario Museum","1904",12,18,"Colombia","Bogota Capital District","","Bogota","3500 feet",4.711283,-74.0726,11.2,6.385,5.425,17.265,34.02,105.725,274.042,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"692",1363,"Tyrannus_savana","monachus SA","sedentary","taxonomy","297581","MM","The Field Museum","1976",1,20,"Colombia","Meta","","Carimagua","150m",4.566491,-71.3376,11.17,6.64,5.595,17.185,37.43,105.15,267.346,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"693",1364,"Tyrannus_savana","monachus SA","sedentary","taxonomy","81998","MM","Royal Ontario Museum","1947",2,15,"Colombia","Cauca Department","","Popayan","1700m",2.447318,-76.615,11.73,5.99,4.845,17.345,34.66,105.99,273.515,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"694",1365,"Tyrannus_savana","monachus SA","sedentary","taxonomy","282147","MM","The Field Museum","1967",8,22,"Colombia","Cauca","","Popayan","1750m",2.444862,-76.615,12.805,6.38,5.55,18.015,34.79,108.615,290.628,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"695",1366,"Tyrannus_savana","monachus SA","sedentary","taxonomy","45218","MM","The Field Museum","1912",11,29,"Brazil","Roraima","","Boa Vista, Rio Branco","",2.822594,-60.6755,11.385,6.41,4.94,16.44,36.465,102.59,268.405,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"696",1367,"Tyrannus_savana","monachus SA","sedentary","taxonomy","213872","MM","The Field Museum","1949",4,21,"Colombia","Valle de Cauca","","Cali, 15 km S","",3.450614,-76.5294,12.005,6.725,5.07,17.22,34.785,105.22,294.268,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"697",1368,"Tyrannus_savana","monachus SA","sedentary","taxonomy","45222","MM","The Field Museum","1913",1,28,"Brazil","Roraima","","Boa Vista, Rio Branco","",2.822594,-60.6755,12.325,7.015,5.12,17.7,34.78,102.965,301.181,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
"698",1369,"Tyrannus_savana","monachus SA","sedentary","taxonomy","45216","MM","The Field Museum","1912",11,29,"Brazil","Roraima","","Boa Vista, Rio Branco","",2.822594,-60.6755,12.235,6.73,4.95,17.335,35.715,105.3,297.542,"Adult","Male","Tyrannus savana monachus SA","Tyrannus_savana_monachus_SA"
